dato1,dato2,dato3,Salida
-0.831543,-0.358887,-0.019043,0.0
-0.714844,-0.291504,-0.046875,0.0
-0.820312,-0.28125,-0.008301,0.0
-1.057129,-0.335938,0.162598,0.0
-0.963379,-0.380371,0.203613,0.0
-1.011719,-0.380371,0.084473,0.0
-0.636719,-0.4375,0.146973,0.0
-0.710938,-0.457031,0.276367,0.0
-1.325684,-0.588867,0.348633,0.0
-1.204102,-0.595703,0.32959,0.0
-0.914551,-0.467773,0.196289,0.0
-1.062988,-0.427246,0.049316,0.0
-0.823242,-0.325684,-0.035156,0.0
-0.694336,-0.280273,-0.025879,0.0
-0.96875,-0.298828,-0.000977,0.0
-1.131836,-0.191895,-0.04834,0.0
-1.049316,-0.367188,0.041504,0.0
-0.953613,-0.461426,0.229004,0.0
-0.687012,-0.355957,0.249512,0.0
-1.245605,-0.44043,0.316406,0.0
-1.266602,-0.43457,0.352539,0.0
-0.813965,-0.397949,0.214355,0.0
-1.227051,-0.429199,0.056152,0.0
-0.793945,-0.366699,-0.034668,0.0
-0.761719,-0.315918,-0.051758,0.0
-0.818848,-0.297363,-0.022461,0.0
-1.067383,-0.192383,0.060547,0.0
-0.893555,-0.319824,0.179688,0.0
-1.050293,-0.303711,0.137207,0.0
-0.688965,-0.374023,0.205566,0.0
-0.779297,-0.451172,0.360352,0.0
-1.119141,-0.528809,0.270996,0.0
-1.109863,-0.504395,0.219238,0.0
-1.223145,-0.460938,0.101562,0.0
-0.991699,-0.378906,0.032227,0.0
-0.795898,-0.32959,-0.025879,0.0
-0.716309,-0.266113,-0.0625,0.0
-0.974121,-0.32666,-0.032715,0.0
-1.194336,-0.356934,0.060547,0.0
-1.04248,-0.361328,0.144043,0.0
-0.790527,-0.414551,0.203125,0.0
-0.719238,-0.387695,0.172852,0.0
-0.757324,-0.453125,0.198242,0.0
-1.229004,-0.594727,0.275879,0.0
-0.904785,-0.572266,0.300293,0.0
-1.206055,-0.461914,0.099121,0.0
-0.833496,-0.353027,-0.022949,0.0
-0.712402,-0.303711,-0.079102,0.0
-1.10498,-0.336426,-0.032715,0.0
-1.095215,-0.279297,0.055176,0.0
-1.03418,-0.331543,0.201172,0.0
-0.742188,-0.400879,0.216309,0.0
-0.891113,-0.450195,0.333984,0.0
-0.664551,-0.461914,0.270996,0.0
-0.928711,-0.476563,0.19043,0.0
-1.087891,-0.519531,0.17627,0.0
-0.707031,-0.383301,0.037109,0.0
-1.254883,-0.604492,0.282227,0.0
-0.762207,-0.376953,0.053711,0.0
-0.771973,-0.336426,-0.016113,0.0
-1.160156,-0.354492,-0.032715,0.0
-1.118164,-0.198242,0.020508,0.0
-1.075195,-0.243652,0.022949,0.0
-0.648926,-0.405273,0.153809,0.0
-0.717285,-0.42041,0.154297,0.0
-0.812012,-0.46582,0.231934,0.0
-1.263184,-0.658203,0.243164,0.0
-0.921387,-0.567383,0.328613,0.0
-1.168457,-0.358887,0.123047,0.0
-0.871094,-0.288086,-0.017578,0.0
-0.774414,-0.367676,-0.074219,0.0
-0.850098,-0.285645,-0.065918,0.0
-1.067871,-0.375488,0.086914,0.0
-0.943848,-0.319824,0.238281,0.0
-1.018555,-0.339844,0.094238,0.0
-0.67334,-0.431152,0.155762,0.0
-0.719238,-0.464844,0.208008,0.0
-1.109375,-0.560547,0.191895,0.0
-1.07373,-0.629883,0.362793,0.0
-1.005371,-0.433105,0.160645,0.0
-1.068848,-0.471191,0.081055,0.0
-0.898926,-0.390137,-0.04248,0.0
-0.729492,-0.28418,-0.090332,0.0
-1.119629,-0.300293,0.041992,0.0
-1.077148,-0.318848,0.134277,0.0
-1.085938,-0.368652,0.166504,0.0
-0.89502,-0.396973,0.174316,0.0
-0.744629,-0.407227,0.123535,0.0
-0.772949,-0.411621,0.255371,0.0
-1.129395,-0.540527,0.186523,0.0
-1.091797,-0.584961,0.334961,0.0
-1.089844,-0.498535,0.180664,0.0
-0.917969,-0.381348,0.004883,0.0
-0.802734,-0.342773,-0.036621,0.0
-0.711914,-0.275391,-0.030273,0.0
-1.048828,-0.333008,0.057129,0.0
-1.129883,-0.339355,0.039551,0.0
-1.073242,-0.376465,0.119141,0.0
-0.71582,-0.424805,0.236816,0.0
-0.679199,-0.434082,0.202148,0.0
-1.144531,-0.518555,0.146484,0.0
-1.074219,-0.53125,0.182617,0.0
-0.827637,-0.491699,0.164551,0.0
-1.123047,-0.424316,0.125,0.0
-0.836914,-0.336426,-0.04248,0.0
-0.738281,-0.308594,-0.049805,0.0
-0.778809,-0.306152,-0.131836,0.0
-1.01123,-0.248047,-0.064453,0.0
-1.057617,-0.318359,0.20459,0.0
-1.055664,-0.224121,0.157715,0.0
-0.679199,-0.335449,0.118652,0.0
-0.755371,-0.410156,0.198242,0.0
-1.154297,-0.526367,0.21875,0.0
-0.952148,-0.507812,0.255859,0.0
-0.95752,-0.458496,0.156738,0.0
-0.790527,-0.358398,-0.03418,0.0
-0.793945,-0.326172,-0.082031,0.0
-0.728516,-0.272461,-0.07373,0.0
-0.921387,-0.317383,0.009766,0.0
-1.093262,-0.286133,0.05127,0.0
-1.080078,-0.43457,0.098633,0.0
-0.760254,-0.362305,0.178711,0.0
-0.751953,-0.4375,0.149902,0.0
-0.808594,-0.466309,0.24707,0.0
-1.165527,-0.533691,0.262695,0.0
-1.009277,-0.493164,0.253906,0.0
-1.13916,-0.429688,0.009277,0.0
-0.865234,-0.370605,-0.047363,0.0
-0.663574,-0.291992,-0.083496,0.0
-0.72168,-0.31543,0.002441,0.0
-1.137695,-0.30127,0.075195,0.0
-1.075684,-0.299316,0.076172,0.0
-1.105469,-0.285645,0.008301,0.0
-0.685059,-0.377441,0.137695,0.0
-0.679688,-0.390625,0.20166,0.0
-1.004395,-0.388184,0.229492,0.0
-1.244629,-0.45752,0.273926,0.0
-0.784668,-0.341797,0.121582,0.0
-1.074707,-0.403809,0.021484,0.0
-0.69043,-0.274902,-0.059082,0.0
-0.816406,-0.320312,-0.04541,0.0
-1.142578,-0.330078,-0.036133,0.0
-1.133301,-0.314941,0.052246,0.0
-0.97998,-0.394531,0.209961,0.0
-0.928223,-0.452637,0.309082,0.0
-0.687988,-0.351562,0.191895,0.0
-0.635742,-0.415527,0.202637,0.0
-1.095215,-0.54248,0.209961,0.0
-0.90918,-0.469238,0.135742,0.0
-1.377441,-0.495117,0.177246,0.0
-0.909668,-0.27832,0.004395,0.0
-0.730469,-0.316406,-0.035156,0.0
-0.669434,-0.231934,-0.029785,0.0
-1.108398,-0.379883,-0.00293,0.0
-1.234375,-0.291992,-0.043945,0.0
-1.114746,-0.310059,-0.010254,0.0
-0.630371,-0.370605,0.181641,0.0
-0.771484,-0.317871,0.173828,0.0
-1.086426,-0.41748,0.264648,0.0
-1.259766,-0.453613,0.215332,0.0
-0.824707,-0.33252,0.108887,0.0
-1.018555,-0.403809,0.018066,0.0
-0.772949,-0.321289,-0.031738,0.0
-0.711426,-0.296387,-0.048828,0.0
-0.986328,-0.321289,-0.064941,0.0
-1.27002,-0.181152,-0.039062,0.0
-0.978516,-0.266602,0.130371,0.0
-0.96582,-0.239258,0.102051,0.0
-0.685547,-0.376465,0.15625,0.0
-0.700195,-0.385742,0.186523,0.0
-1.191895,-0.572754,0.258301,0.0
-1.150391,-0.591797,0.35498,0.0
-0.95459,-0.36084,0.09668,0.0
-1.001465,-0.427246,0.101074,0.0
-0.785156,-0.316895,-0.041016,0.0
-0.742676,-0.294922,-0.050293,0.0
-1.000488,-0.361816,-0.046875,0.0
-1.263184,-0.288086,-0.01123,0.0
-1.081055,-0.261719,0.102539,0.0
-0.621094,-0.382324,0.177734,0.0
-0.658691,-0.402832,0.121582,0.0
-0.95459,-0.473145,0.254883,0.0
-1.189453,-0.581543,0.303711,0.0
-0.858398,-0.495117,0.23584,0.0
-1.124023,-0.402344,0.079102,0.0
-0.758301,-0.361816,0.01709,0.0
-0.717773,-0.310059,-0.023926,0.0
-0.775391,-0.308594,0.046387,0.0
-1.123535,-0.247559,0.066406,0.0
-1.025391,-0.273438,0.108398,0.0
-1.006348,-0.226074,0.008789,0.0
-0.664551,-0.40332,0.13623,0.0
-0.726074,-0.466309,0.291016,0.0
-1.35498,-0.50293,0.396973,0.0
-1.164062,-0.47168,0.381836,0.0
-0.875977,-0.413574,0.154785,0.0
-1.149414,-0.460449,0.08252,0.0
-0.729004,-0.33252,-0.046875,0.0
-0.718262,-0.257812,-0.044922,0.0
-0.86377,-0.319824,0.009766,0.0
-1.111816,-0.32373,0.047852,0.0
-1.03418,-0.381348,0.170898,0.0
-0.871094,-0.365234,0.197266,0.0
-0.649902,-0.413086,0.149902,0.0
-0.825684,-0.491211,0.325195,0.0
-1.256836,-0.558105,0.285156,0.0
-0.759766,-0.489258,0.214355,0.0
-1.138672,-0.467773,0.064453,0.0
-0.901367,-0.425293,0.016602,0.0
-0.756836,-0.29541,-0.07959,0.0
-0.735352,-0.300781,-0.031738,0.0
-1.120605,-0.282227,0.034668,0.0
-0.90625,-0.26416,0.116211,0.0
-1.139648,-0.342773,0.081543,0.0
-0.677246,-0.391602,0.180176,0.0
-0.756836,-0.416016,0.194336,0.0
-1.104004,-0.436035,0.236328,0.0
-1.198242,-0.564941,0.374023,0.0
-1.120117,-0.423828,0.144043,0.0
-1.082031,-0.425781,0.086426,0.0
-0.80127,-0.303223,-0.033691,0.0
-0.725586,-0.294922,-0.026367,0.0
-1.018066,-0.359863,-0.000488,0.0
-1.193359,-0.325684,-0.015625,0.0
-0.960938,-0.259766,0.137695,0.0
-0.946289,-0.341797,0.216309,0.0
-0.693848,-0.43457,0.186523,0.0
-0.860352,-0.457031,0.207031,0.0
-1.295898,-0.601074,0.26416,0.0
-0.96582,-0.492188,0.30127,0.0
-1.174316,-0.497559,0.131836,0.0
-0.873047,-0.359863,-0.008301,0.0
-0.793945,-0.324219,-0.035156,0.0
-0.679199,-0.274414,0.008789,0.0
-0.995117,-0.348633,0.081543,0.0
-1.09375,-0.388184,0.066406,0.0
-1.178711,-0.428711,0.111816,0.0
-0.723145,-0.358887,0.240723,0.0
-0.710449,-0.339844,0.179199,0.0
-0.960449,-0.366211,0.19043,0.0
-1.170898,-0.527344,0.324707,0.0
-0.813477,-0.449707,0.24707,0.0
-1.166992,-0.424805,0.07959,0.0
-0.825195,-0.370117,-0.046875,0.0
-0.990234,-0.318848,-0.029785,0.0
-1.004883,-0.297363,0.111328,0.0
-1.060547,-0.278809,0.023438,0.0
-0.995605,-0.354492,0.181641,0.0
-1.050293,-0.366211,0.141602,0.0
-0.689941,-0.442871,0.206543,0.0
-0.8125,-0.499512,0.33252,0.0
-1.171875,-0.429199,0.27832,0.0
-1.29248,-0.548828,0.347168,0.0
-1.040039,-0.431641,0.133789,0.0
-0.926758,-0.339355,0.042969,0.0
-0.813477,-0.340332,-0.051758,0.0
-0.606934,-0.280273,-0.022461,0.0
-1.046875,-0.361816,0.037598,0.0
-1.192383,-0.317871,0.004395,0.0
-1.037598,-0.32373,0.066895,0.0
-0.814941,-0.45459,0.282227,0.0
-0.737793,-0.431641,0.272949,0.0
-0.593262,-0.419922,0.224609,0.0
-1.187988,-0.445312,0.232422,0.0
-1.307129,-0.47998,0.196289,0.0
-0.996582,-0.437012,0.072266,0.0
-0.875977,-0.365723,0.018555,0.0
-0.876465,-0.33252,-0.016113,0.0
-0.763672,-0.264648,-0.007324,0.0
-1.023926,-0.301758,0.125,0.0
-1.096191,-0.339844,0.146484,0.0
-1.00293,-0.321777,0.069824,0.0
-0.683594,-0.401855,0.151367,0.0
-0.813965,-0.443848,0.216309,0.0
-1.242676,-0.621094,0.305664,0.0
-1.13916,-0.659668,0.381836,0.0
-1.232422,-0.443848,0.101562,0.0
-1.008789,-0.374023,-0.009277,0.0
-0.810547,-0.348633,-0.049805,0.0
-0.71582,-0.302734,-0.035156,0.0
-1.033691,-0.317383,0.099609,0.0
-1.095703,-0.259277,0.057617,0.0
-1.045898,-0.268066,0.108887,0.0
-0.768555,-0.357422,0.215332,0.0
-0.76709,-0.401367,0.155273,0.0
-0.76416,-0.476074,0.274414,0.0
-1.244629,-0.544922,0.257812,0.0
-1.071777,-0.574219,0.34375,0.0
-1.105469,-0.467285,0.17627,0.0
-0.931641,-0.332031,0.004883,0.0
-0.797363,-0.316895,-0.0625,0.0
-0.706055,-0.297852,-0.039062,0.0
-0.98291,-0.34082,0.05127,0.0
-1.114258,-0.311035,0.062988,0.0
-1.178223,-0.337891,0.07959,0.0
-0.70752,-0.389648,0.203613,0.0
-0.746582,-0.393555,0.245605,0.0
-1.07373,-0.439941,0.277832,0.0
-1.151367,-0.560547,0.359375,0.0
-0.936523,-0.44043,0.154785,0.0
-1.068359,-0.446289,0.07373,0.0
-0.809082,-0.321289,-0.0625,0.0
-0.691406,-0.291016,-0.019043,0.0
-1.013672,-0.314453,-0.029297,0.0
-1.075195,-0.250488,0.057129,0.0
-1.062988,-0.340332,0.108887,0.0
-0.909668,-0.358398,0.167969,0.0
-0.733887,-0.408203,0.219238,0.0
-1.29248,-0.486816,0.299316,0.0
-1.083008,-0.506348,0.312012,0.0
-1.084473,-0.466309,0.111816,0.0
-1.219238,-0.446777,0.098145,0.0
-0.869141,-0.364258,0.029785,0.0
-0.819336,-0.297852,0.075684,0.0
-0.739746,-0.257812,0.020996,0.0
-0.938477,-0.29248,0.088867,0.0
-1.130859,-0.423828,0.077637,0.0
-1.162598,-0.346191,0.055664,0.0
-0.678223,-0.429199,0.242676,0.0
-0.717773,-0.426758,0.303223,0.0
-1.134277,-0.562012,0.296387,0.0
-1.231445,-0.602539,0.321289,0.0
-0.94873,-0.463379,0.162598,0.0
-1.129395,-0.398438,0.051758,0.0
-0.76123,-0.328125,-0.033691,0.0
-0.686523,-0.261719,-0.059082,0.0
-1.018066,-0.325684,-0.055664,0.0
-1.093262,-0.353027,0.11377,0.0
-1.122559,-0.359375,0.156738,0.0
-0.71875,-0.367188,0.233398,0.0
-0.754883,-0.478027,0.098145,0.0
-0.890625,-0.490234,0.129883,0.0
-1.062988,-0.618652,0.265137,0.0
-0.785645,-0.548828,0.246582,0.0
-1.29541,-0.512207,0.084473,0.0
-0.911621,-0.504395,-0.029785,0.0
-0.635254,-0.384766,-0.029297,0.0
-0.741699,-0.377441,0.000488,0.0
-0.950684,-0.276855,0.068848,0.0
-1.065918,-0.367188,0.081055,0.0
-0.828613,-0.379395,0.099609,0.0
-0.709961,-0.473145,0.189453,0.0
-0.879883,-0.538574,0.273438,0.0
-1.128906,-0.602539,0.333008,0.0
-1.148438,-0.540039,0.283203,0.0
-1.073242,-0.428711,0.12207,0.0
-1.191406,-0.45459,0.04248,0.0
-0.943848,-0.334473,-0.040039,0.0
-0.693359,-0.254883,-0.033691,0.0
-0.876465,-0.310059,0.046875,0.0
-1.058105,-0.375977,0.071289,0.0
-1.064941,-0.351562,0.127441,0.0
-0.830566,-0.355469,0.225586,0.0
-0.763672,-0.436523,0.234375,0.0
-0.9375,-0.488281,0.269043,0.0
-1.17334,-0.583984,0.31543,0.0
-0.821777,-0.523926,0.247559,0.0
-1.135742,-0.496582,0.105469,0.0
-0.86377,-0.312012,0.019043,0.0
-0.834961,-0.331055,-0.035645,0.0
-0.946777,-0.318359,-0.013184,0.0
-1.003906,-0.351074,0.125,0.0
-1.009766,-0.364258,0.137207,0.0
-1.039062,-0.370605,0.097656,0.0
-0.630371,-0.392578,0.205566,0.0
-0.796387,-0.440918,0.248047,0.0
-1.180176,-0.54834,0.279785,0.0
-1.193848,-0.611816,0.327637,0.0
-0.960938,-0.435547,0.178711,0.0
-1.004395,-0.401855,0.116699,0.0
-0.788574,-0.327637,-0.037598,0.0
-0.726074,-0.299316,-0.013672,0.0
-1.018066,-0.330078,0.072266,0.0
-0.997559,-0.347656,0.04541,0.0
-0.98291,-0.313477,0.077637,0.0
-0.853516,-0.370117,0.192383,0.0
-0.729492,-0.416504,0.255859,0.0
-0.911621,-0.48584,0.335938,0.0
-1.178223,-0.516602,0.297852,0.0
-0.837402,-0.444824,0.178223,0.0
-1.140625,-0.45752,0.064453,0.0
-0.838379,-0.341797,0.002441,0.0
-0.789062,-0.303711,0.013672,0.0
-0.740234,-0.26416,0.075195,0.0
-0.958984,-0.286133,0.123047,0.0
-0.902344,-0.357422,0.168457,0.0
-1.046387,-0.373535,0.095703,0.0
-0.693359,-0.404297,0.194824,0.0
-0.753906,-0.465332,0.266602,0.0
-1.274902,-0.625977,0.317871,0.0
-0.95752,-0.510742,0.289062,0.0
-1.131836,-0.427734,0.148438,0.0
-0.961914,-0.328613,0.05127,0.0
-0.781738,-0.328125,-0.037109,0.0
-0.694824,-0.28418,-0.029297,0.0
-1.063477,-0.339355,0.0625,0.0
-1.120117,-0.390137,0.02002,0.0
-1.106445,-0.342773,0.057129,0.0
-0.666504,-0.338867,0.256348,0.0
-0.770508,-0.424805,0.270996,0.0
-1.031738,-0.508301,0.29248,0.0
-0.92041,-0.504395,0.239746,0.0
-1.036621,-0.443359,0.126465,0.0
-1.125488,-0.46875,-0.005371,0.0
-0.742188,-0.303711,-0.042969,0.0
-0.659668,-0.27832,-0.02832,0.0
-0.751465,-0.32959,-0.07666,0.0
-1.20166,-0.364258,0.151367,0.0
-0.879395,-0.287598,0.233887,0.0
-0.914551,-0.254883,0.157227,0.0
-0.687012,-0.405762,0.119629,0.0
-0.77002,-0.415039,0.240234,0.0
-1.314941,-0.553711,0.249512,0.0
-1.026855,-0.577637,0.297852,0.0
-1.220215,-0.470215,0.205566,0.0
-0.907715,-0.378906,0.000488,0.0
-0.786621,-0.291016,-0.053223,0.0
-0.620117,-0.277344,-0.032715,0.0
-1.033691,-0.331055,0.062988,0.0
-0.963867,-0.329102,0.118652,0.0
-1.07666,-0.332031,0.107422,0.0
-0.67627,-0.388184,0.228516,0.0
-0.733887,-0.375,0.268555,0.0
-1.05127,-0.438477,0.290527,0.0
-1.165039,-0.529297,0.292969,0.0
-0.955078,-0.472656,0.151367,0.0
-1.135742,-0.458008,0.094727,0.0
-0.76709,-0.359375,-0.008301,0.0
-0.706055,-0.294434,-0.025879,0.0
-0.841797,-0.320312,0.016113,0.0
-1.070312,-0.309082,0.140625,0.0
-1.014648,-0.297852,0.14502,0.0
-0.970703,-0.370605,0.184082,0.0
-0.632812,-0.363281,0.17041,0.0
-1.180176,-0.570312,0.274902,0.0
-1.152832,-0.561523,0.28125,0.0
-0.917969,-0.45752,0.174316,0.0
-1.195312,-0.474121,0.116699,0.0
-0.979492,-0.338867,0.055664,0.0
-0.770508,-0.326172,-0.031738,0.0
-0.65625,-0.258301,-0.009766,0.0
-1.001953,-0.323242,0.057129,0.0
-1.188477,-0.309082,0.03125,0.0
-1.114258,-0.277832,0.02832,0.0
-0.77832,-0.366699,0.157715,0.0
-0.714355,-0.385742,0.139648,0.0
-0.848633,-0.505371,0.272949,0.0
-1.135742,-0.580566,0.294434,0.0
-0.881348,-0.5,0.163086,0.0
-1.297852,-0.508301,0.089844,0.0
-1.065918,-0.332031,0.071777,0.0
-0.813965,-0.327637,-0.019531,0.0
-0.620117,-0.27002,-0.005859,0.0
-0.788574,-0.299805,0.033691,0.0
-1.164551,-0.414062,0.096191,0.0
-1.059082,-0.354004,0.121094,0.0
-0.848144,-0.389648,0.145508,0.0
-0.744141,-0.390137,0.15332,0.0
-0.768066,-0.439941,0.264648,0.0
-1.226562,-0.563965,0.283691,0.0
-0.924805,-0.506836,0.282227,0.0
-0.77002,-0.375488,0.149414,0.0
-1.268066,-0.484375,0.026367,0.0
-0.851563,-0.381836,0.004395,0.0
-0.666016,-0.262695,0.0625,0.0
-0.645508,-0.268066,0.112305,0.0
-1.050781,-0.355957,0.212891,0.0
-0.909668,-0.391602,0.240723,0.0
-1.114258,-0.336426,0.075684,0.0
-0.848633,-0.431641,0.1875,0.0
-0.76709,-0.444824,0.251953,0.0
-0.80127,-0.474121,0.266602,0.0
-1.111816,-0.487793,0.22998,0.0
-1.285645,-0.584961,0.363281,0.0
-0.925781,-0.380371,0.227051,0.0
-1.268555,-0.334961,0.096191,0.0
-0.945801,-0.296875,0.077637,0.0
-0.806152,-0.240723,0.125977,0.0
-0.616211,-0.165039,0.155762,0.0
-0.889648,-0.314941,0.059082,0.0
-1.455566,-0.496094,-0.085938,0.0
-0.995605,-0.516602,-0.168457,0.0
-0.980957,-0.418457,-0.192383,0.0
-0.781738,-0.431641,-0.179199,0.0
-0.806152,-0.445801,-0.049805,0.0
-0.862305,-0.465332,0.138184,0.0
-0.906738,-0.490723,0.281738,0.0
-1.117188,-0.625488,0.541992,0.0
-0.820801,-0.460449,0.427246,0.0
-1.186523,-0.459961,0.228516,0.0
-1.296387,-0.356934,0.076172,0.0
-1.0,-0.339844,0.037109,0.0
-0.635742,-0.214844,0.171387,0.0
-0.424316,-0.181152,0.214844,0.0
-1.287598,-0.408203,0.095215,0.0
-1.51416,-0.539062,0.013672,0.0
-1.022949,-0.508789,0.038086,0.0
-0.787598,-0.415039,0.072266,0.0
-0.842773,-0.494629,0.31543,0.0
-0.617676,-0.453613,0.244141,0.0
-1.015137,-0.477539,0.254395,0.0
-0.845215,-0.467773,0.154297,0.0
-1.082031,-0.400879,-0.039551,0.0
-0.960449,-0.555176,0.066406,0.0
-0.777832,-0.368164,-0.010742,0.0
-1.074707,-0.339844,0.02832,0.0
-1.058105,-0.308594,0.141113,0.0
-0.961426,-0.238281,0.150391,0.0
-1.061035,-0.267578,0.020508,0.0
-0.709961,-0.45459,0.069336,0.0
-0.781738,-0.429199,0.16748,0.0
-1.083984,-0.57373,0.276855,0.0
-1.145996,-0.661621,0.310547,0.0
-0.910156,-0.475586,0.178223,0.0
-0.991211,-0.373047,0.078613,0.0
-0.909668,-0.235352,-0.051758,0.0
-0.757812,-0.293457,-0.071777,0.0
-0.755371,-0.289551,-0.045898,0.0
-1.160645,-0.375977,0.092285,0.0
-0.978516,-0.320801,0.119629,0.0
-1.098145,-0.242676,0.036621,0.0
-0.713867,-0.460449,0.141113,0.0
-0.753418,-0.416504,0.185059,0.0
-1.03418,-0.499023,0.236328,0.0
-1.153809,-0.543945,0.291016,0.0
-0.768555,-0.434082,0.194824,0.0
-1.208008,-0.504883,0.060059,0.0
-0.84668,-0.312012,-0.071777,0.0
-0.796875,-0.33252,-0.117187,0.0
-0.704102,-0.324219,-0.080078,0.0
-1.208984,-0.408203,0.079102,0.0
-1.030762,-0.200684,0.094727,0.0
-0.99707,-0.259766,0.258789,0.0
-0.734863,-0.462891,0.088379,0.0
-0.738281,-0.418945,0.126953,0.0
-1.026855,-0.523438,0.201172,0.0
-1.169434,-0.553223,0.290527,0.0
-0.757324,-0.401367,0.129883,0.0
-1.047363,-0.387695,0.086426,0.0
-0.742676,-0.32373,-0.028809,0.0
-0.752441,-0.318359,-0.025391,0.0
-0.969727,-0.357422,-0.025879,0.0
-1.125977,-0.270508,-0.011719,0.0
-1.041016,-0.318848,0.097656,0.0
-0.974121,-0.138672,0.04248,0.0
-0.703613,-0.375,0.123047,0.0
-0.768555,-0.39502,0.155273,0.0
-0.988281,-0.431641,0.23291,0.0
-1.221191,-0.531738,0.287109,0.0
-0.802246,-0.42041,0.145996,0.0
-1.15332,-0.401367,0.074707,0.0
-0.894531,-0.349121,-0.019043,0.0
-0.753906,-0.312988,-0.07373,0.0
-0.700684,-0.289551,-0.018555,0.0
-1.061523,-0.364746,0.130371,0.0
-0.99707,-0.350098,0.15625,0.0
-1.071289,-0.38623,0.147461,0.0
-0.745117,-0.445801,0.162109,0.0
-0.70752,-0.45752,0.209961,0.0
-1.101562,-0.571289,0.217285,0.0
-1.086914,-0.606445,0.236328,0.0
-0.841309,-0.434082,0.108887,0.0
-1.210938,-0.451172,0.14209,0.0
-0.8125,-0.349121,-0.060547,0.0
-0.654785,-0.288086,-0.015625,0.0
-0.760254,-0.302734,-0.024902,0.0
-1.139648,-0.366699,0.088379,0.0
-0.947266,-0.333496,0.161133,0.0
-0.743652,-0.313477,0.154297,0.0
-0.697754,-0.411621,0.121582,0.0
-0.793945,-0.452637,0.206543,0.0
-1.213867,-0.581543,0.236328,0.0
-1.151855,-0.645508,0.356445,0.0
-0.938965,-0.455566,0.165527,0.0
-1.067383,-0.442383,0.062988,0.0
-0.84668,-0.334961,-0.058105,0.0
-0.800781,-0.28418,-0.104004,0.0
-0.943359,-0.312988,-0.047363,0.0
-1.181152,-0.268555,0.084961,0.0
-0.998047,-0.293945,0.15625,0.0
-0.90918,-0.334473,0.160645,0.0
-0.716309,-0.40625,0.122559,0.0
-0.768555,-0.447754,0.208496,0.0
-1.264648,-0.518066,0.231934,0.0
-1.245117,-0.496582,0.379883,0.0
-0.916504,-0.360352,0.188965,0.0
-1.08252,-0.396484,0.059082,0.0
-0.859863,-0.322754,-0.039551,0.0
-0.683594,-0.290527,-0.051758,0.0
-0.831543,-0.303223,-0.02002,0.0
-1.125488,-0.279785,0.073242,0.0
-1.015137,-0.339355,0.178711,0.0
-0.739746,-0.416504,0.114258,0.0
-0.763184,-0.393555,0.120117,0.0
-0.8125,-0.401367,0.223633,0.0
-1.07373,-0.505859,0.291992,0.0
-0.978027,-0.504883,0.266113,0.0
-0.939941,-0.404785,0.163574,0.0
-1.126465,-0.442871,0.057129,0.0
-0.846191,-0.367188,-0.07373,0.0
-0.738281,-0.293457,-0.027832,0.0
-0.993164,-0.259766,-0.089844,0.0
-1.089355,-0.167969,0.066895,0.0
-0.946777,-0.353027,0.159668,0.0
-0.992676,-0.366699,0.123535,0.0
-1.009766,-0.437012,0.066406,0.0
-0.690918,-0.52002,0.322754,0.0
-1.114258,-0.530762,0.318359,0.0
-1.077148,-0.474121,0.211914,0.0
-0.979492,-0.405273,0.05127,0.0
-0.991211,-0.443359,-0.006836,0.0
-0.748535,-0.527344,0.117676,0.0
-0.697266,-0.445312,0.053711,0.0
-1.122559,-0.438477,0.018555,0.0
-1.19043,-0.282227,-0.006348,0.0
-0.873047,-0.293457,0.09668,0.0
-0.903809,-0.358398,0.105469,0.0
-0.795898,-0.395996,0.189941,0.0
-0.865723,-0.472168,0.252441,0.0
-1.227539,-0.503418,0.280273,0.0
-0.900879,-0.500977,0.249512,0.0
-1.018555,-0.422363,0.085938,0.0
-0.790039,-0.347656,-0.014648,0.0
-0.849609,-0.344727,-0.054688,0.0
-0.779297,-0.254395,-0.036621,0.0
-0.991699,-0.334961,0.071289,0.0
-0.96582,-0.288086,0.119629,0.0
-0.691895,-0.369141,0.155762,0.0
-0.697754,-0.418457,0.119141,0.0
-0.70752,-0.427734,0.178223,0.0
-1.168457,-0.578125,0.305176,0.0
-1.23291,-0.532715,0.338867,0.0
-0.894043,-0.318848,0.208496,0.0
-1.06543,-0.41748,0.0625,0.0
-0.808594,-0.305176,-0.054199,0.0
-0.6875,-0.288574,-0.04834,0.0
-0.812012,-0.327148,-0.055664,0.0
-1.222168,-0.330078,0.063965,0.0
-1.078613,-0.196777,0.10498,0.0
-0.895996,-0.315918,0.212402,0.0
-0.700195,-0.369141,0.198242,0.0
-0.824707,-0.42041,0.22168,0.0
-1.332031,-0.609375,0.283203,0.0
-1.035156,-0.582031,0.287109,0.0
-1.023438,-0.4375,0.121094,0.0
-0.907227,-0.361816,0.002441,0.0
-0.766113,-0.319336,-0.036621,0.0
-0.716797,-0.286621,-0.017578,0.0
-1.067871,-0.314941,0.054199,0.0
-0.990723,-0.286133,0.11377,0.0
-1.146973,-0.267578,0.038086,0.0
-0.69043,-0.372559,0.160645,0.0
-0.727539,-0.405273,0.162598,0.0
-0.817383,-0.449707,0.231445,0.0
-1.15332,-0.565918,0.192871,0.0
-0.729492,-0.215332,0.111816,0.0
-1.108887,-0.452148,0.149902,0.0
-0.909668,-0.398438,0.020996,0.0
-0.820801,-0.307617,-0.017578,0.0
